timestamp,ue_id,downlink_throughput,uplink_throughput,high_load
10020,1876,28405,19312,0
10030,8698,28186,22400,1
10040,1617,28849,21169,0
10050,3521,28682,19894,0
10060,7446,36094,23617,1
10070,7126,29528,21423,1
10080,3507,30703,23307,1
10090,4126,29250,26197,1
10100,6298,31096,22139,1
10110,9286,31030,21222,1
10120,4183,26302,20075,0
10130,8027,32421,22757,1
10140,9506,29389,21470,1
10150,2517,27472,22030,0
10160,6612,29893,20070,0
10170,8445,29770,20349,0
10180,6151,33192,25751,1
10190,3472,34484,25291,1
10200,6849,30270,25301,1
10210,1591,30282,23415,1
10220,5829,35078,23342,1
10230,4206,28925,20601,0
10240,8301,33862,24843,1
10250,4525,32415,25212,1
10260,2589,33521,25907,1
10270,6796,30761,26181,1
10280,1035,35709,26259,1
10290,3071,25618,24198,0
10300,3640,35631,24767,1
10310,6208,28183,27002,1
10320,6356,30541,24278,1
10330,7494,32119,23613,1
10340,6276,30714,25180,1
10350,9330,30535,24204,1
10360,6688,30869,22195,1
10370,8990,35008,23462,1
10380,7827,32848,25510,1
10390,6120,33233,25387,1
10400,5404,25866,24174,0
10410,7146,35976,26993,1
10420,6352,31592,26636,1
10430,9798,31814,21433,1
10440,6740,34657,22332,1
10450,1188,32316,21964,1
10460,2707,28922,24457,1
10470,3065,32487,24912,1
10480,8887,30909,23011,1
10490,7050,24848,21172,0
10500,4584,32199,24660,1
10510,7062,28813,21866,1
10520,6197,30713,23643,1
10530,8707,38020,22947,1
10540,1284,34443,23647,1
10550,1568,26251,21748,0
10560,5480,28596,21501,0
10570,8875,31801,23693,1
10580,2121,30152,22278,1
10590,5724,29978,20225,0
10600,6230,32093,21856,1
10610,2156,28249,20480,0
10620,3682,28627,23966,1
10630,1636,30025,20132,0
10640,6901,27068,19416,0
10650,8322,28200,20280,0
10660,7412,28747,21379,0
10670,2200,23549,18022,0
10680,7387,26618,18948,0
10690,4907,26943,19145,0
10700,5714,26127,20410,0
10710,9497,17890,16351,0
10720,3432,23255,21748,0
10730,6548,25750,18000,0
10740,7842,27766,17761,0
10750,1217,23889,16318,0
10760,6892,26508,17683,0
10770,1447,26388,18920,0
10780,8553,26672,19250,0
10790,5648,26297,19352,0
10800,7050,21907,19367,0
10810,8050,20779,15081,0
10820,7406,20619,16135,0
10830,7477,20297,14144,0
10840,1091,19928,15800,0
10850,7610,18680,15197,0
10860,8283,17756,15394,0
10870,1260,20821,16903,0
10880,6509,23364,15550,0
10890,7349,23637,15750,0
10900,5368,15015,13797,0
10910,4543,19592,15354,0
10920,9565,21391,14761,0
10930,5316,18521,15903,0
10940,9267,16399,13790,0
10950,3590,18306,12724,0
10960,5239,19392,15067,0
10970,8532,16791,14864,0
10980,4171,17390,15367,0
10990,6917,19719,12658,0
11000,5493,19040,14318,0
11010,7556,16336,13332,0
11020,8844,15276,13237,0
11030,7145,21318,14335,0
11040,8605,18623,11672,0
11050,6426,14981,12668,0
11060,8412,16180,12300,0
11070,9910,15347,11528,0
11080,8399,14034,10733,0
11090,1971,16539,13070,0
11100,1760,18404,11943,0
11110,3236,15482,13233,0
11120,3268,18064,15293,0
11130,4450,20143,12622,0
11140,1438,13438,10486,0
11150,3177,17296,13017,0
11160,9672,18154,12328,0
11170,8684,14755,11348,0
11180,1791,14043,11557,0
11190,9684,13902,11425,0
11200,9105,14290,10547,0
11210,6786,13206,11880,0
11220,8529,15271,11624,0
11230,1208,14936,10087,0
11240,8419,12298,13434,0
11250,3183,12846,12232,0
11260,1050,13220,9778,0
11270,7700,18376,11148,0
11280,5595,12566,9562,0
11290,5491,16218,11347,0
11300,8046,14430,11612,0
11310,7709,15295,13106,0
11320,5744,14021,10658,0
11330,7547,12065,10222,0
11340,9806,10948,9559,0
11350,4866,11633,10380,0
11360,3488,12074,10965,0
11370,6790,15151,10332,0
11380,6900,15170,10005,0
11390,9812,17480,10342,0
11400,9896,14040,8356,0
11410,4628,12336,9088,0
11420,8377,12831,9345,0
11430,4961,11390,9688,0
11440,7686,14637,9566,0
11450,4936,14363,10512,0
11460,3438,13257,9833,0
11470,9292,12927,10051,0
11480,9127,15645,10180,0
11490,1869,13963,9536,0
11500,8706,13942,8411,0
11510,6940,11572,9041,0
11520,8706,11574,9620,0
11530,1605,12567,9550,0
11540,7751,10684,8875,0
11550,2154,10056,7349,0
11560,8527,12190,9306,0
11570,5840,11277,8948,0
11580,6664,12653,8287,0
11590,1193,11886,7703,0
11600,9593,11441,9217,0
11610,2459,10605,9133,0
11620,8504,11009,8457,0
11630,7669,11175,8955,0
11640,2953,9929,8182,0
11650,6632,11789,8275,0
11660,7962,11981,7669,0
11670,8408,12442,8434,0
11680,8228,9203,7007,0
11690,7976,11149,7971,0
11700,6672,9808,7085,0
11710,4689,11741,8157,0
11720,6022,12210,8339,0
11730,3702,11094,8732,0
11740,5519,11903,10037,0
11750,8254,10534,7462,0
11760,8067,9836,7204,0
11770,6780,12700,9283,0
11780,5456,10683,7296,0
11790,6552,10344,7934,0
11800,5891,9182,7631,0
11810,8323,12586,8176,0
11820,6007,9561,7767,0
11830,3999,9617,6964,0
11840,1905,10794,8887,0
11850,2046,10852,7441,0
11860,9056,11696,8941,0
11870,7130,10740,7783,0
11880,2287,10937,7659,0
11890,4757,11239,6662,0
11900,8437,9879,7536,0
11910,7880,10173,8427,0
11920,9103,8438,7330,0
11930,3263,8529,6730,0
11940,5203,8437,9655,0
11950,2623,10995,8263,0
11960,5849,10762,7563,0
11970,6028,11238,7659,0
11980,5415,14692,10416,0
11990,6874,8831,7274,0
12000,1897,8761,7494,0
12010,4749,10911,8723,0
12020,1725,9731,9939,0
12030,7815,11422,8337,0
12040,2079,11997,8762,0
12050,9693,11003,8783,0
12060,1485,9269,8745,0
12070,6283,13656,9056,0
12080,5381,12119,7644,0
12090,8567,11377,8539,0
12100,7200,10893,7924,0
12110,8023,9353,9064,0
12120,1950,10950,9340,0
12130,9410,9211,8182,0
12140,3259,10455,8777,0
12150,9037,10111,9006,0
12160,9479,12693,9080,0
12170,7159,12917,10180,0
12180,5790,13291,8446,0
12190,5473,13658,10618,0
12200,2236,10926,9751,0
12210,5728,12325,9476,0
12220,8801,11586,7906,0
12230,7688,12043,10271,0
12240,4063,11949,9345,0
12250,8853,11329,9570,0
12260,3821,13087,11082,0
12270,5043,13087,10188,0
12280,9235,14183,9989,0
12290,8035,13569,11790,0
12300,9609,16471,10180,0
12310,3652,13775,10295,0
12320,9539,13257,9432,0
12330,6966,12725,9709,0
12340,9551,14379,9759,0
12350,5166,18089,11086,0
12360,6902,14629,8969,0
12370,1689,16642,10937,0
12380,7915,13287,11387,0
12390,6633,16921,11284,0
12400,4870,13382,11912,0
12410,8093,14863,10326,0
12420,7355,13162,12283,0
12430,7823,19963,10327,0
12440,1123,14779,10803,0
12450,2755,16565,12978,0
12460,9158,16384,12803,0
12470,6128,18870,12158,0
12480,2502,21495,16359,0
12490,3999,21296,14717,0
12500,9496,18324,13231,0
12510,2639,21302,15937,0
12520,8595,19183,15448,0
12530,1933,16859,15860,0
12540,6220,18641,13454,0
12550,4049,18337,14909,0
12560,5039,21640,13781,0
12570,5610,20548,13884,0
12580,1620,19551,15882,0
12590,5635,19333,14852,0
12600,2084,23507,17402,0
12610,2979,22065,16059,0
12620,9627,21256,17529,0
12630,4990,21294,15006,0
12640,9545,25270,15116,0
12650,7302,21614,17352,0
12660,9748,22930,17644,0
12670,1849,21836,12241,0
12680,4210,22889,15842,0
12690,9233,26973,18713,0
12700,8668,27161,14982,0
12710,2539,22564,18618,0
12720,5931,24257,18070,0
12730,8960,26370,18261,0
12740,3713,26127,22341,0
12750,6282,27021,19904,0
12760,6341,28245,17481,0
12770,4527,27455,17036,0
12780,9885,27070,21817,0
12790,7802,30965,16244,0
12800,2323,25114,18844,0
12810,4139,27221,18168,0
12820,1904,27684,25180,1
12830,5324,30482,22008,1
12840,4202,26209,18468,0
12850,4445,28674,20911,0
12860,9726,22457,21523,0
12870,4655,26839,22055,0
12880,6024,30324,19912,0
12890,8637,32901,20649,1
12900,6712,31458,24288,1
12910,7437,23867,22001,0
12920,1790,29711,22677,1
12930,9862,25868,21756,0
12940,5395,27786,21713,0
12950,8269,29043,23615,1
12960,7988,28277,20115,0
12970,6121,33078,26601,1
12980,8633,28273,22962,1
12990,3352,30025,20952,1
13000,7926,29629,21952,1
13010,5509,30279,20931,1
13020,6265,36955,22883,1
13030,5960,27495,25198,1
13040,8116,32560,23430,1
13050,3717,33452,23437,1
13060,6900,30105,21927,1
13070,8678,24659,21627,0
13080,6555,28579,24939,1
13090,1326,27010,17997,0
13100,8232,27946,22945,1
13110,6915,30723,23444,1
13120,8368,32584,23337,1
13130,4316,33214,24343,1
13140,9138,30349,25057,1
13150,9636,29271,21350,1
13160,5300,38406,23261,1
13170,2243,27907,21352,0
13180,9721,29365,18805,0
13190,1264,30493,21379,1
13200,8908,28474,21093,0
13210,2647,33182,23753,1
13220,5665,30367,23190,1
13230,5491,29304,24981,1
13240,2492,26770,22771,0
13250,1284,22053,21603,0
13260,6996,31082,24502,1
13270,9258,27982,24548,1
13280,9391,30670,23182,1
13290,1255,32309,25108,1
13300,2953,31812,22672,1
13310,2035,32528,20505,1
13320,7973,24394,19221,0
13330,6627,32641,22279,1
13340,1127,30232,20279,1
13350,6784,21657,20077,0
13360,1766,23931,20726,0
13370,9307,18519,19725,0
13380,8104,25848,19237,0
13390,3208,26261,20401,0
13400,8408,30608,21271,1
13410,8395,24524,24508,0
13420,7857,23122,19333,0
13430,8359,27483,23950,1
13440,1534,30035,21931,1
13450,5435,24929,23069,0
13460,4012,28913,18117,0
13470,2328,32491,19346,1
13480,2963,18607,20969,0
13490,1822,25500,18669,0
13500,3594,23473,17286,0
13510,1036,22983,19074,0
13520,6783,26504,21513,0
13530,3493,24883,19236,0
13540,3075,25241,20694,0
13550,3642,26353,19715,0
13560,1435,25017,18519,0
13570,5412,26457,21415,0
13580,2755,21570,21922,0
13590,5539,25810,22345,0
13600,5049,23037,18308,0
13610,1502,28521,22284,1
13620,7808,24448,18890,0
13630,1652,26006,19618,0
13640,9346,23627,20300,0
13650,7885,25437,20415,0
13660,3333,26597,18839,0
13670,8170,26075,19384,0
13680,9466,27233,20313,0
13690,8717,24810,19608,0
13700,8242,30344,22943,1
13710,5693,25366,22753,0
13720,4258,29970,21751,1
13730,9459,29849,20053,0
13740,4968,27687,22995,1
13750,4439,23071,19222,0
13760,5941,28131,19578,0
13770,3063,27821,20385,0
13780,4688,31031,20516,1
13790,8424,20829,19805,0
13800,1830,28162,21772,0
13810,6916,31165,19783,1
13820,9562,26746,18583,0
13830,8260,32515,22111,1
13840,2789,21253,17801,0
13850,8576,22416,15459,0
13860,1147,22746,18575,0
13870,5279,25540,21829,0
13880,1620,28630,20092,0
13890,8646,27645,17588,0
13900,9716,25448,17792,0
13910,5070,25628,18312,0
13920,1942,29829,20992,1
13930,5572,24363,20480,0
13940,1991,23261,20174,0
13950,1996,22936,17454,0
13960,5229,26017,20218,0
13970,6812,27161,19579,0
13980,8750,26605,16902,0
13990,2104,26914,16852,0
14000,9695,29624,17087,0
14010,5303,24790,19839,0
14020,5973,25482,18707,0
14030,6345,22260,16990,0
14040,5102,25305,19351,0
14050,8835,30066,18622,0
14060,7125,22159,16091,0
14070,2947,20397,14881,0
14080,8889,24789,17358,0
14090,6426,28812,17772,0
14100,7094,20708,15922,0
14110,8574,17557,14014,0
14120,4144,20360,13967,0
14130,3570,18371,16001,0
14140,4258,18846,15069,0
14150,1114,20448,15446,0
14160,1816,25305,20549,0
14170,8605,23033,15521,0
14180,9150,23870,16888,0
14190,6261,16787,15603,0
14200,9080,22025,14004,0
14210,2023,15615,14203,0
14220,5117,21979,15232,0
14230,7561,22225,15379,0
14240,5819,19351,14733,0
14250,1175,20487,14841,0
14260,4534,18626,13101,0
14270,8588,22692,13271,0
14280,6861,20263,12223,0
14290,8312,16568,12664,0
14300,4811,17192,14114,0
14310,9127,15389,12887,0
14320,5152,18525,13654,0
14330,2514,16214,12262,0
14340,4848,17427,10540,0
14350,2751,17899,13004,0
14360,9890,16844,12053,0
14370,4438,14876,11867,0
14380,2853,17435,13543,0
14390,6423,18302,12318,0
14400,3122,18271,11983,0
14410,5893,14707,10272,0
14420,7824,14158,10823,0
14430,3048,16713,12316,0
14440,9424,12169,11117,0
14450,8016,14297,10053,0
14460,8914,12340,9574,0
14470,9132,13915,10029,0
14480,5819,13177,9202,0
14490,5559,10827,9484,0
14500,9976,11240,10537,0
14510,8051,12379,9956,0
14520,7558,11612,9606,0
14530,2860,14086,8814,0
14540,9551,13898,9281,0
14550,4992,11615,8008,0
14560,1234,12009,9993,0
14570,3921,10506,9034,0
14580,3028,13389,10379,0
14590,4380,10128,8325,0
14600,4928,11532,9586,0
14610,7295,8755,8111,0
14620,3607,11127,9129,0
14630,6893,8698,7793,0
14640,4410,10153,8356,0
14650,9359,11475,8510,0
14660,8767,10933,8985,0
14670,6234,11541,8448,0
14680,5631,10007,8066,0
14690,7136,10331,7805,0
14700,8509,11063,7677,0
14710,2090,8840,8102,0
14720,9495,9603,7181,0
14730,3228,8765,6709,0
14740,4527,11031,7565,0
14750,9879,7776,6599,0
14760,3897,8712,7645,0
14770,6978,10209,7574,0
14780,2453,9416,8021,0
14790,3943,8274,6693,0
14800,5527,9601,6944,0
14810,1549,7769,5951,0
14820,7610,9622,7374,0
14830,1439,10813,8176,0
14840,1636,9204,6938,0
14850,3816,10730,7229,0
14860,6066,8594,6949,0
14870,6481,8930,8798,0
14880,1275,10657,7203,0
14890,5053,9733,8112,0
14900,6878,9187,6303,0
14910,8856,8369,7293,0
14920,8574,9780,6971,0
14930,4237,9273,6987,0
14940,2271,8803,6662,0
14950,5011,9561,7879,0
14960,7274,8721,6190,0
14970,6854,7764,5848,0
14980,6175,9745,7133,0
14990,7533,9603,7372,0
15000,4839,23538,20073,0
15010,6254,9620,7136,0
15020,1248,9994,7534,0
15030,2666,9215,8269,0
15040,4122,10384,8547,0
15050,4365,11175,8705,0
15060,8790,12056,8635,0
15070,1690,8412,7237,0
15080,2083,10701,7911,0
15090,2874,9811,7719,0
15100,3710,10115,8690,0
15110,7480,10806,9168,0
15120,9098,8917,7053,0
15130,4884,10932,8908,0
15140,1322,9701,9746,0
15150,7719,11162,7981,0
15160,4978,12836,10456,0
15170,8878,11640,10080,0
15180,1171,10146,9387,0
15190,8962,10315,7792,0
15200,9124,12023,8255,0
15210,8610,10738,10059,0
15220,3013,11304,10279,0
15230,8649,13256,9559,0
15240,3591,13166,9690,0
15250,6817,15106,10194,0
15260,7421,13052,11017,0
15270,5071,12276,10030,0
15280,8011,13110,9968,0
15290,8703,11642,9185,0
15300,2634,15218,9223,0
15310,8274,13637,9668,0
15320,4111,13707,8914,0
15330,7306,13832,12524,0
15340,7005,15605,8713,0
15350,5947,18183,10186,0
15360,2264,14094,12150,0
15370,9971,15496,11508,0
15380,8291,15309,12516,0
15390,4290,16051,10779,0
15400,6442,15171,10776,0
15410,3341,15898,13456,0
15420,2002,16935,12405,0
15430,3818,15912,11074,0
15440,2802,19331,12688,0
15450,3923,16590,11226,0
15460,8183,16084,14094,0
15470,6610,18995,12378,0
15480,7554,16435,14281,0
15490,3001,17159,12014,0
15500,4448,16742,12926,0
15510,9649,17724,13016,0
15520,7143,16558,12627,0
15530,7391,16594,12624,0
15540,2300,13638,15797,0
15550,6825,16514,14419,0
15560,8047,23152,14026,0
15570,9023,18166,13470,0
15580,2934,18992,14144,0
15590,2019,18272,13185,0
15600,9916,15617,13321,0
15610,6163,17235,14453,0
15620,4852,19219,13918,0
15630,3118,21721,14148,0
15640,9946,22014,15503,0
15650,2021,23284,15876,0
15660,1223,20174,16299,0
15670,6976,21621,15084,0
15680,1525,19554,16029,0
15690,5187,19401,15161,0
15700,2471,20482,14534,0
15710,9281,19222,12743,0
15720,7026,16712,13933,0
15730,2810,20003,13397,0
15740,5867,21125,16169,0
15750,9360,23183,14082,0
15760,5177,23182,15671,0
15770,8053,19049,14251,0
15780,1631,23872,15750,0
15790,1257,21558,15514,0
15800,9178,18412,13995,0
15810,3387,17823,12364,0
15820,5985,26057,15924,0
15830,5003,25502,17656,0
15840,6944,20134,14410,0
15850,3792,22011,13876,0
15860,3636,24445,17768,0
15870,3650,27306,20085,0
15880,4343,19861,18092,0
15890,8584,24945,14840,0
15900,5247,20053,15494,0
15910,1443,21595,18110,0
15920,6907,18289,15084,0
15930,1435,15704,17185,0
15940,2176,25339,18952,0
15950,8597,23726,17578,0
15960,7550,20648,15278,0
15970,5683,21442,15895,0
15980,7805,21141,18647,0
15990,9274,21721,16220,0
16000,5114,25773,20930,0
16010,4205,25116,16908,0
16020,3564,26725,18686,0
16030,5944,24454,17764,0
16040,2462,27318,15440,0
16050,9403,22558,15897,0
16060,7504,25676,16932,0
16070,8907,25427,17071,0
16080,2511,23924,20043,0
16090,6191,26411,16116,0
16100,6260,21752,16938,0
16110,1359,21046,18052,0
16120,4191,21382,17086,0
16130,8292,24668,17920,0
16140,8248,25778,19811,0
16150,5317,20440,19404,0
16160,4992,25052,15741,0
16170,9562,28372,21474,0
16180,9431,30129,19383,0
16190,8483,24218,17858,0
16200,8671,28461,20042,0
16210,9029,30108,21666,1
16220,4367,28054,17976,0
16230,6457,23039,18776,0
16240,3205,25623,18119,0
16250,6654,26141,21784,0
16260,2067,26764,20120,0
16270,7329,23985,19966,0
16280,1499,26506,21092,0
16290,8896,27672,23768,1
16300,4920,27717,21547,0
16310,6323,30478,23749,1
16320,6428,39206,24358,1
16330,4868,37021,22493,1
16340,2945,28139,21380,0
16350,5632,30585,23876,1
16360,7644,26272,22504,0
16370,3683,25090,22617,0
16380,8769,35741,22231,1
16390,9512,27580,21565,0
16400,5318,30779,21353,1
16410,5372,35503,23142,1
16420,8835,20460,17887,0
16430,4882,36059,23380,1
16440,8607,27720,21835,0
16450,9544,33002,23568,1
16460,8110,39175,26107,1
16470,2145,33768,24282,1
16480,6660,28649,26990,1
16490,8383,34234,27045,1
16500,9255,35420,27795,1
16510,7437,30604,21179,1
16520,4009,29937,23333,1
16530,4542,32849,27319,1
16540,7040,31595,23318,1
16550,2813,32381,25944,1
16560,1110,31413,24854,1
16570,5264,33261,25338,1
16580,7573,33107,21566,1
16590,4388,34856,28661,1
16600,3536,34476,24279,1
16610,8694,28159,25038,1
16620,4007,35700,24922,1
16630,4813,34281,20108,1
16640,8638,32758,24270,1
16650,7446,38304,23633,1
16660,7556,28258,25761,1
16670,6821,34393,28971,1
16680,9559,31368,25384,1
16690,2904,29882,26721,1
16700,1561,38014,23190,1
16710,6617,31951,21907,1
16720,9021,34027,28202,1
16730,2092,33267,22648,1
16740,8406,31126,24329,1
16750,8518,33856,21261,1
16760,7967,26533,24126,1
16770,9136,29781,20915,1
16780,9921,24324,22214,0
16790,7685,30894,19897,1
16800,6539,27929,21392,0
16810,3173,29278,26360,1
16820,8486,26053,23010,0
16830,6382,30384,22710,1
16840,7050,26598,20410,0
16850,1703,30128,18873,0
16860,1695,27563,22006,0
16870,5099,25171,21560,0
16880,2744,28820,22891,1
16890,8218,32263,19452,1
16900,6632,36131,22174,1
16910,7684,23515,18861,0
16920,2412,28296,21463,0
16930,4038,22092,23719,0
16940,8721,23427,21106,0
16950,8692,28378,18153,0
16960,6991,24478,18623,0
16970,4407,27470,18916,0
16980,8544,24540,22081,0
16990,7504,20677,18863,0
17000,7626,23854,20648,0
17010,3183,25301,19918,0
17020,8546,21286,18790,0
17030,8196,25308,17381,0
17040,8089,29089,15443,0
17050,2203,26552,18069,0
17060,1097,23385,16807,0
17070,6396,22286,15020,0
17080,4868,22314,14477,0
17090,8093,23075,15201,0
17100,8661,22415,14877,0
17110,8831,23265,17290,0
17120,3145,21908,17054,0
17130,3489,22466,15943,0
17140,4554,21103,15192,0
17150,9429,19518,15678,0
17160,2691,22834,14749,0
17170,1936,20057,15354,0
17180,9798,18075,14797,0
17190,8563,22269,16412,0
17200,5525,19089,11420,0
17210,7822,19221,15304,0
17220,6747,17303,13718,0
17230,3026,18896,12364,0
17240,2962,21068,14403,0
17250,3110,18743,13097,0
17260,3774,19613,14486,0
17270,1658,17952,16941,0
17280,3149,19460,14690,0
17290,9091,16048,12186,0
17300,1296,14709,12160,0
17310,3159,15101,12777,0
17320,3998,20954,14655,0
17330,8332,14438,13568,0
17340,4785,13174,9822,0
17350,1853,16722,12838,0
17360,7900,14388,10996,0
17370,3302,13397,12144,0
17380,3449,15276,11403,0
17390,2756,14188,10173,0
17400,1733,17281,11682,0
17410,2288,15236,11750,0
17420,5732,13718,13159,0
17430,8462,16237,12426,0
17440,2188,15791,12130,0
17450,4608,17474,10748,0
17460,4925,14719,12231,0
17470,5363,14334,11490,0
17480,5124,13762,13356,0
17490,3674,14273,9214,0
17500,5912,15855,10609,0
17510,2318,15052,9909,0
17520,8774,11078,9519,0
17530,6275,15614,10823,0
17540,6003,14459,12378,0
17550,7252,15216,10978,0
17560,7618,11930,9731,0
17570,1807,14408,10710,0
17580,5318,14320,10937,0
17590,6337,14463,12777,0
17600,8949,13827,10349,0
17610,5121,13682,10225,0
17620,1893,13594,10432,0
17630,3464,15671,10760,0
17640,7856,16608,11034,0
17650,1923,13110,11023,0
17660,2645,15866,10428,0
17670,4235,14493,10794,0
17680,9245,10931,9593,0
17690,5539,13843,9550,0
17700,4643,11829,9285,0
17710,8517,14758,9241,0
17720,9447,14970,9366,0
17730,7239,14571,11110,0
17740,7430,14319,10354,0
17750,4384,11506,8656,0
17760,1381,9876,9308,0
17770,8604,14785,9175,0
17780,4660,12120,9994,0
17790,2568,13669,9336,0
17800,3247,11853,10112,0
17810,7442,13269,9396,0
17820,2167,11032,8352,0
17830,1565,11078,8316,0
17840,7268,10014,8549,0
17850,6371,13893,7120,0
17860,4711,14387,10112,0
17870,8447,11797,8309,0
17880,9029,11832,9875,0
17890,8022,14418,9225,0
17900,7102,10509,7152,0
17910,6867,11814,7457,0
17920,6915,11837,8461,0
17930,1440,12964,8787,0
17940,9366,10677,7607,0
17950,7383,10622,8024,0
17960,6260,11054,8322,0
17970,7190,11270,8300,0
17980,9085,10382,6990,0
17990,4055,11173,7721,0
18000,2152,11266,7663,0
18010,6106,10829,6315,0
18020,9155,10725,8427,0
18030,9111,10898,7571,0
18040,7626,8668,8374,0
18050,3828,10515,7347,0
18060,5833,12157,6612,0
18070,7790,12385,9362,0
18080,3489,10484,7138,0
18090,8388,11525,7725,0
18100,2589,10596,7240,0
18110,6925,11283,9498,0
18120,4345,14029,8170,0
18130,4484,8891,7935,0
18140,1771,10514,8530,0
18150,6822,8833,8377,0
18160,9746,9950,7958,0
18170,7450,10718,7026,0
18180,6580,10080,7055,0
18190,4384,9301,8236,0
18200,7349,11568,8273,0
18210,5013,11493,8242,0
18220,9064,11773,8699,0
18230,3924,12798,8617,0
18240,3663,10078,6646,0
18250,9239,8586,7479,0
18260,8773,9703,8701,0
18270,7244,9283,7370,0
18280,8964,10268,6854,0
18290,7497,9783,8368,0
18300,7342,12163,10013,0
18310,6938,10876,7554,0
18320,9222,11435,7995,0
18330,8070,10687,7841,0
18340,1040,11611,9377,0
18350,8650,12538,9664,0
18360,5062,9890,8247,0
18370,3772,9786,7581,0
18380,2289,10167,8055,0
18390,3344,10861,8353,0
18400,8235,11330,8082,0
18410,8631,11405,9684,0
18420,3224,14403,11007,0
18430,1004,13727,7648,0
18440,3914,11213,8089,0
18450,6560,12894,9580,0
18460,7254,9242,9341,0
18470,7755,13997,9605,0
18480,4697,12926,10500,0
18490,5559,11170,8275,0
18500,3828,14190,9597,0
18510,2923,15487,10531,0
18520,9193,9974,7651,0
18530,3605,12646,8737,0
18540,5596,13077,11208,0
18550,9897,10378,7845,0
18560,7755,14440,10274,0
18570,1298,14718,10649,0
18580,4899,14679,10461,0
18590,6022,15192,11074,0
18600,5287,15419,10823,0
18610,2301,14800,11474,0
18620,3105,14087,9996,0
18630,4250,15175,11001,0
18640,7756,16724,10654,0
18650,8525,16584,8697,0
18660,9612,15635,12285,0
18670,6571,14703,12044,0
18680,6269,15321,11189,0
18690,7871,19885,13049,0
18700,4688,15014,12358,0
18710,5774,15484,10934,0
18720,5064,17297,10956,0
18730,5304,16814,12231,0
18740,9372,17226,10477,0
18750,2343,16613,12842,0
18760,1305,14813,12071,0
18770,5805,16922,14802,0
18780,7906,17166,13046,0
18790,7260,19029,14446,0
18800,9764,21125,12288,0
18810,4995,19891,14273,0
18820,2823,21289,15319,0
18830,7793,19287,12822,0
18840,1879,21127,15134,0
18850,5305,18871,16081,0
18860,2748,24006,13870,0
18870,3133,20393,16943,0
18880,5123,27943,13867,0
18890,5817,20058,17395,0
18900,8487,20088,19061,0
18910,2840,21949,17373,0
18920,4696,25441,17384,0
18930,6143,21666,17872,0
18940,5064,19319,17681,0
18950,9642,20303,16278,0
18960,7739,25073,17798,0
18970,9947,25123,17340,0
18980,9228,29341,17733,0
18990,6025,22572,19067,0
19000,3318,21682,20033,0
19010,9147,21878,16762,0
19020,6450,22252,16911,0
19030,6735,25444,19968,0
19040,6755,28985,19932,0
19050,2181,30179,22803,1
19060,9118,22448,20030,0
19070,9305,27556,19580,0
19080,9824,24554,18065,0
19090,2072,27276,20101,0
19100,5059,26877,17848,0
19110,8939,28629,21158,0
19120,8063,30033,20980,1
19130,1401,29303,19158,0
19140,3760,25892,21286,0
19150,6389,28663,26201,1
19160,8436,29686,23062,1
19170,8447,27816,21306,0
19180,7097,31276,22386,1
19190,7988,29030,20680,0
19200,3810,31257,16975,0
19210,2860,31153,23960,1
19220,8448,31304,23826,1
19230,2123,32561,24610,1
19240,2964,29685,22804,1
19250,3139,35445,20254,1
19260,4904,31320,22508,1
19270,5238,37047,21831,1
19280,3553,30054,19819,0
19290,2960,27366,23162,1
19300,9910,38945,20285,1
19310,7517,28798,20089,0
19320,8959,28057,21501,0
19330,9582,35927,26478,1
19340,7617,28995,22900,1
19350,3727,24216,22657,0
19360,5141,29466,21774,1
19370,5639,34597,27973,1
19380,7506,32814,24159,1
19390,1312,31958,24462,1
19400,8537,28052,21773,0
19410,6892,35703,25427,1
19420,9294,30512,23101,1
19430,8288,31515,22097,1
19440,3099,29758,21088,1
19450,7852,32493,23606,1
19460,9664,31430,22131,1
19470,4809,30635,24553,1
19480,2724,26887,19641,0
19490,5082,32489,21980,1
19500,7058,28265,20561,0
19510,7309,27025,24686,1
19520,1867,25232,20474,0
19530,6614,31522,21943,1
19540,7944,26624,19336,0
19550,7783,29787,22126,1
19560,1679,25749,20181,0
19570,4071,33701,22456,1
19580,3682,29452,21807,1
19590,4628,31896,21310,1
19600,7939,38173,21612,1
19610,2644,32488,23040,1
19620,4344,26544,19747,0
19630,5265,26853,19947,0
19640,3515,30363,20624,1
19650,2815,26475,20442,0
19660,7269,29437,21211,1
19670,8327,27872,24234,1
19680,6796,28792,21471,0
19690,7263,26547,15514,0
19700,6671,26521,20054,0
19710,6157,26928,16636,0
19720,1940,31696,23800,1
19730,9334,32114,24047,1
19740,8867,27579,19363,0
19750,7458,25934,22831,0
19760,1593,24973,19431,0
19770,5952,24084,20200,0
19780,5896,23025,23111,0
19790,6823,30014,20499,1
19800,5194,20015,17964,0
19810,5265,27592,19168,0
19820,5790,32762,21694,1
19830,8680,29904,21836,1
19840,1687,23938,16997,0
19850,8398,25439,21307,0
19860,8267,26836,20092,0
19870,2416,27136,19372,0
19880,6437,27035,21115,0
19890,3793,26175,23717,0
19900,7818,25305,19597,0
19910,1212,29971,19104,0
19920,5171,23492,18119,0
19930,2217,29597,21498,1
19940,1535,25752,19442,0
19950,6627,19711,19786,0
19960,3785,24481,19830,0
19970,9788,29904,19532,0
19980,3740,25042,18138,0
